year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2016,6,12,critical horizons,critical horizons,default_tab,0,12,2402083333
2016,6,12,den danske psalmebog,den danske psalmebog,default_tab,6,1,46
2016,6,12,dunne michelle,dunne michelle,default_tab,0,0,1033333333
2016,6,12,everyday racism,everyday racism,default_tab,0,12,4887
2016,6,12,far eastern economic review,far eastern economic review,default_tab,0,12,563875
2016,6,12,financial times,financial times,default_tab,2,7,6079054545
2016,6,12,ordbok,ordbok,default_tab,0,5,2285
2016,6,12,internasjonal politikk,internasjonal politikk,default_tab,2,12,4817833333
2016,6,12,journal of school psychology,journal of school psychology,default_tab,4,12,1955533333
2016,6,12,ibsen,ibsen,default_tab,0,7,8821
2016,6,12,tingsrett,tingsrett,default_tab,3,3,5294166667
2016,6,12,palestinske utfordringer,palestinske utfordringer,default_tab,3,6,6916666667
2016,6,12,richard dawkins,richard dawkins,default_tab,1,11,1234291667
2016,6,12,the head-neck sensory motor system,the head neck sensory motor system,default_tab,0,0,1136666667
2016,6,12,the optical design of reflectors,the optical design of reflectors,default_tab,0,8,5880833333
2016,6,12,veien til førerkortet,veien til førerkortet,default_tab,0,8,405
2016,6,12,youth unemployment,youth unemployment,default_tab,0,12,2088833333
2016,6,11,143797492,143797492,default_tab,0,0,1
2016,6,11,961675616,961675616,default_tab,0,3,0
2016,6,11,arbeidsmedisin,arbeidsmedisin,default_tab,4,3,1101818182
2016,6,11,beer in the middle ages and the renaissance,beer in the middle ages and the renaissance,library_catalogue,0,0,4
2016,6,11,den andre leseopplæringa,den andre leseopplæringa,default_tab,0,4,35
2016,6,11,961663820,961663820,default_tab,1,2,1
2016,6,11,hellige hus,hellige hus,default_tab,1,6,1745454545
2016,6,11,the politics of international law,the politics of international law,default_tab,0,3,5482036364
2016,6,11,hva er sykdom,hva er sykdom,default_tab,0,8,3700909091
2016,6,11,illustreret tidende for børn,illustreret tidende for børn,default_tab,0,11,7090909091
2016,6,11,james randi,james randi,default_tab,0,11,7328181818
2016,6,11,circulation,circulation,default_tab,0,10,7085772727
2016,6,11,journal of chemical physics,journal of chemical physics,default_tab,0,11,3377488182
2016,6,11,journal of historical pragmatics,journal of historical pragmatics,default_tab,4,11,409
2016,6,11,kern-godal,kern godal,default_tab,0,11,7454545455
2016,6,11,lady lazarus,lady lazarus,default_tab,0,1,5628181818
2016,6,11,nytt norsk tidsskrift,nytt norsk tidsskrift,default_tab,0,8,2824636364
2016,6,11,medical education,medical education,default_tab,0,11,1123360727
2016,6,11,metafon,metafon,default_tab,0,2,10
2016,6,11,network theory,network theory,default_tab,0,7,1927003636
2016,6,11,legathåndboken,legathåndboken,default_tab,0,11,13
2016,6,11,pressens kildevern,pressens kildevern,default_tab,3,11,21
2016,6,11,psykologi i organisasjon og ledelse,psykologi i organisasjon og ledelse,default_tab,0,4,4045454545
2016,6,11,rassegna di studi etiopici,rassegna di studi etiopici,default_tab,0,11,942
2016,6,11,a primer on scientific programming with python,a primer on scientific programming with python,default_tab,5,7,3288888889
2016,6,11,sociology,sociology,default_tab,0,11,16502108
2016,6,11,"test equating, scaling, and linking",test equating scaling and linking,default_tab,0,11,299
2016,6,11,the times,the times,default_tab,0,4,7353003727
2016,6,11,agriculture,agriculture,default_tab,0,1,3104679091
2016,6,11,cancer,cancer,library_catalogue,0,11,1712127273
2016,6,11,sentrale helserettslige emner,sentrale helserettslige emner,default_tab,5,5,2636363636
2016,6,10,142660248,142660248,default_tab,1,0,1
2016,6,10,acs applied materials,acs applied materials,default_tab,0,0,178364
2016,6,10,agora,agora,default_tab,0,8,69325
2016,6,10,arbeid identitet,arbeid identitet,default_tab,0,10,3489
2016,6,10,arverett,arverett,default_tab,1,4,866
2016,6,10,autism / adverse life events / psychosis,autism adverse life events psychosis,default_tab,0,10,609582
2016,6,10,boreas,boreas,default_tab,5,4,32823
2016,6,10,bungei shunju,bungei shunju,default_tab,0,10,876
2016,6,10,camilla collett,camilla collett,default_tab,0,9,9558
2016,6,10,chan,chan,default_tab,0,10,2306
2016,6,10,sosialmedisin,sosialmedisin,default_tab,4,6,1080625
2016,6,10,"""clinical trial"" and ""rare cancer""",clinical trial and rare cancer,default_tab,1,7,25976
2016,6,10,cognitive psychology,cognitive psychology,default_tab,2,4,2463332
2016,6,10,forvaltningsrett,forvaltningsrett,default_tab,1,3,15474
2016,6,10,cubism,cubism,default_tab,0,1,12082
2016,6,10,sykdomslære,sykdomslære,default_tab,1,9,209
2016,6,10,demokrati på timeplanen,demokrati på timeplanen,default_tab,0,2,7
2016,6,10,development,development,,0,,7996246
2016,6,10,dovalil,dovalil,default_tab,1,0,25
2016,6,10,dr philos,dr philos,default_tab,0,10,32376
2016,6,10,knophs oversikt over norges rett,knophs oversikt over norges rett,default_tab,1,8,289
2016,6,10,eu procedural law,eu procedural law,default_tab,1,0,8062
2016,6,10,bourdieu,bourdieu,default_tab,0,9,109916
2016,6,10,feminist disability studies,feminist disability studies,default_tab,0,10,12556
2016,6,10,group dynamics,group dynamics,default_tab,0,10,2011725
2016,6,10,hjelle op,hjelle op,default_tab,0,10,84
2016,6,10,hjelpetiltak,hjelpetiltak,default_tab,0,5,573
2016,6,10,ibsen exile,ibsen exile,default_tab,0,10,868
2016,6,10,integrated principles of zoology,integrated principles of zoology,default_tab,7,0,1192
2016,6,10,journal of biological chemistry,journal of biological chemistry,default_tab,2,7,2134946
2016,6,10,journal of clinical oncology,journal of clinical oncology,default_tab,3,9,2155037
2016,6,10,kildevern,kildevern,default_tab,7,9,359
2016,6,10,immunologi,immunologi,default_tab,4,1,22775
2016,6,10,kristin borgenheim,kristin borgenheim,default_tab,0,10,2
2016,6,10,rettskildelære under debatt,rettskildelære under debatt,default_tab,8,2,6
2016,6,10,c++,c,default_tab,0,9,17714
2016,6,10,knophs oversikt,knophs oversikt,default_tab,4,6,728
2016,6,10,132179148,132179148,default_tab,1,0,1
2016,6,10,mariologi,mariologi,default_tab,2,9,1106
2016,6,10,foucault,foucault,default_tab,0,7,500766
2016,6,10,mughal,mughal,default_tab,4,5,42006
2016,6,10,nature reviews,nature reviews,default_tab,0,10,196018
2016,6,10,nevropsykiatri,nevropsykiatri,default_tab,2,10,70
2016,6,10,"newall, diana, grant pooke: art history: the basics, london and new york, 2008. routledge",newall diana grant pooke: art history: the basics london and new york 2008 routledge,default_tab,0,10,1
2016,6,10,nordiske domme,nordiske domme,default_tab,0,7,395
2016,6,10,norsk idehistorie,norsk idehistorie,default_tab,0,5,1535
2016,6,10,norton anthology of american literature,norton anthology of american literature,default_tab,2,1,14988
2016,6,10,influensa,influensa,default_tab,0,10,3466
2016,6,10,pelsjegerliv,pelsjegerliv,default_tab,1,2,221
2016,6,10,peter spurgeon,peter spurgeon,default_tab,0,10,231
2016,6,10,pierre de ronsard l'hymne d l'automne,pierre de ronsard lhymne d lautomne,default_tab,7,0,96
2016,6,10,restraint seclusion youth adolescent review,restraint seclusion youth adolescent review,default_tab,0,10,11
2016,6,10,robert yin,robert yin,default_tab,5,0,31673
2016,6,10,ryoichi wago,ryoichi wago,default_tab,3,10,7
2016,6,10,sansevieria,sansevieria,default_tab,0,10,2092
2016,6,10,science stke,science stke,default_tab,0,10,28522
2016,6,10,kvalitative forskningsmetoder i praksis,kvalitative forskningsmetoder i praksis,default_tab,0,9,769
2016,6,10,skadeforebygging,skadeforebygging,default_tab,0,10,25
2016,6,10,sosiologi,sosiologi,default_tab,0,4,170436
2016,6,10,stein rokkan,stein rokkan,default_tab,2,6,34377
2016,6,10,stephen greenblatt,stephen greenblatt,default_tab,0,8,89027
2016,6,10,studer smart,studer smart,default_tab,0,9,539
2016,6,10,studies in övdalian morphology and syntax: new research on a lesser-known scandinavian language,studies in övdalian morphology and syntax: new research on a lesser known scandinavian language,default_tab,0,10,4
2016,6,10,summary care record,summary care record,default_tab,0,6,32519
2016,6,10,sveinung sandberg,sveinung sandberg,default_tab,1,10,1798
2016,6,10,thieme latin nomenclature,thieme latin nomenclature,default_tab,0,9,2889
2016,6,10,ugeskrift for retsvæsen,ugeskrift for retsvæsen,default_tab,0,8,2288
2016,6,10,menneskerettigheter,menneskerettigheter,default_tab,2,8,1004966667
2016,6,10,the lancet,the lancet,default_tab,1,8,4280264
2016,7,58,atekst,atekst,default_tab,0,51,2077586207
2016,7,52,70413452,70413452,default_tab,0,1,1
2016,7,41,østbye homer,østbye homer,default_tab,0,0,5695121951
2016,7,38,121972348,121972348,default_tab,10,1,1
2016,7,35,pubmed,pubmed,default_tab,0,28,1783687751
2016,7,35,neural mechanisms of startle behavior,neural mechanisms of startle behavior,default_tab,0,0,1862285714
2016,7,34,141877103,141877103,default_tab,0,0,1
2016,7,31,lancet,lancet,default_tab,2,26,1175274839
2016,7,30,nature,nature,default_tab,2,30,1034936233
2016,7,28,science,science,default_tab,1,23,1436197518
2016,7,28,120077566,120077566,default_tab,2,4,1
2016,7,24,03055456x,03055456x,default_tab,0,0,1
2016,7,22,boko haram,boko haram,default_tab,13,22,4117727273
2016,7,22,"spectroscopic ellipsometry, principles and applications",spectroscopic ellipsometry principles and applications,default_tab,16,22,174
2016,7,20,a typology of reviews: an analysis of 14 review types and associated methodologies,a typology of reviews: an analysis of 14 review types and associated methodologies,default_tab,0,20,41
2016,7,20,historisk tidsskrift,historisk tidsskrift,default_tab,4,14,36453
2016,7,20,european urology,european urology,default_tab,1,17,2125785
2016,7,20,individuell arbeidsrett,individuell arbeidsrett,default_tab,9,5,128
2016,7,19,ielts,ielts,default_tab,7,13,3764210526
2016,7,19,60071095,60071095,default_tab,0,0,1052631579
2016,7,19,knut wollebæk,knut wollebæk,default_tab,0,0,21
2016,7,18,biceps tenodesis,biceps tenodesis,default_tab,0,18,2469
2016,7,18,her på berget,her på berget,default_tab,1,16,6047222222
2016,7,18,irredentism,irredentism,default_tab,4,15,264
2016,7,17,aftenposten,aftenposten,default_tab,1,12,6997647059
2016,7,17,infant behavior and development,infant behavior and development,default_tab,6,17,3182058824
2016,7,17,ibsen,ibsen,default_tab,0,2,9625882353
2016,7,17,rett : en internasjonal historie / dag michalsen,rett : en internasjonal historie dag michalsen,default_tab,1,2,9
2016,7,17,151295395,151295395,default_tab,2,2,1
2016,7,17,ns 8405,ns 8405,default_tab,6,2,1081764706
2016,7,17,schizophrenia bull,schizophrenia bull,default_tab,0,17,1868894118
2016,7,16,forvaltningsrett,forvaltningsrett,default_tab,4,3,15808125
2016,7,16,gokstad,gokstad,default_tab,0,16,10875
2016,7,16,sexual harassment,sexual harassment,default_tab,10,16,6483075
2016,7,16,the head-neck sensory motor system,the head neck sensory motor system,default_tab,0,0,114125
2016,7,15,det kvalitative forskningsintervju,det kvalitative forskningsintervju,default_tab,7,5,5428666667
2016,7,15,991645464,991645464,default_tab,1,2,1
2016,7,15,masteroppgave,masteroppgave,default_tab,4,5,1095749333
2016,7,15,fagrskinna,fagrskinna,library_catalogue,0,1,2533333333
2016,7,15,great barrier reef,great barrier reef,default_tab,0,0,29418
2016,7,15,kriminallitteratur,kriminallitteratur,default_tab,0,15,343
2016,7,15,foreign affairs,foreign affairs,default_tab,1,12,2045239333
2016,7,15,playing the victim,playing the victim,default_tab,0,0,25996
2016,7,14,neurology,neurology,default_tab,1,13,2822525714
2016,7,14,dag solstad,dag solstad,default_tab,1,4,1945571429
2016,7,14,doan zimerman,doan zimerman,default_tab,0,14,22
2016,7,14,human pathology,human pathology,default_tab,0,14,7014464286
2016,7,14,johan ivar sæbø,johan ivar sæbø,default_tab,0,14,85
2016,7,14,ken wilber,ken wilber,default_tab,2,6,1360428571
2016,7,14,of nursing,of nursing,default_tab,0,14,415
2016,7,14,"spectroscopic ellipsometry, principles and applications",spectroscopic ellipsometry principles and applications,library_catalogue,11,14,7
2016,7,14,universal design for the,universal design for the,default_tab,0,0,4219378571
2016,7,13,duo,duo,default_tab,0,1,8960392308
2016,7,13,circulation,circulation,default_tab,0,9,1317326923
2016,7,13,korrupsjon,korrupsjon,default_tab,4,9,1133923077
2016,7,12,jussens venner,jussens venner,default_tab,1,2,1551666667
2016,7,12,arctic,arctic,default_tab,4,11,5431025
2016,7,12,changing childhood prejudice : the caring work of the schools,changing childhood prejudice : the caring work of the schools,default_tab,0,0,8
2016,7,12,epidauros,epidauros,default_tab,0,1,1466666667
2016,7,12,integral psychology,integral psychology,default_tab,0,6,6531916667
2016,7,12,c++,c,default_tab,0,6,1265766667
2016,7,12,arbeidsrett i et nøtteskall,arbeidsrett i et nøtteskall,default_tab,6,1,3
2016,7,12,python,python,default_tab,1,9,9640583333
2016,7,12,norsk pedagogisk tidsskrift,norsk pedagogisk tidsskrift,default_tab,2,9,165525
2016,7,12,norsk retstidende,norsk retstidende,default_tab,0,12,188
2016,7,12,rudolf simek,rudolf simek,default_tab,0,9,2698333333
2016,7,12,the bed of procrustes,the bed of procrustes,default_tab,1,12,1134
2016,7,12,the problem with work weeks,the problem with work weeks,default_tab,0,0,2750416667
2016,7,11,contributions to mineralogy and petrology,contributions to mineralogy and petrology,default_tab,0,11,4290090909
2016,7,11,arbeidsrett,arbeidsrett,default_tab,3,4,1891727273
2016,7,11,innvandrer* or immigrant* or indvandrer* or asylsøk* or migrant* or flyktning* or refuge* or minorit* or ikkevest* or ikke-vest* or fremmedkultur* or tverrkultur* or ethnic* or etnisk* or flerkultur* or transcultur* or transkultur* or crosscultur* or cross-cultur* or multikultur* / psych* or psyk* or mental*,innvandrer or immigrant or indvandrer or asylsøk or migrant or flyktning or refuge or minorit or ikkevest or ikke vest or fremmedkultur or tverrkultur or ethnic or etnisk or flerkultur or transcultur or transkultur or crosscultur or cross cultur or multikultur psych or psyk or mental,library_catalogue,0,11,3532727273
2016,7,11,king stephen,king stephen,default_tab,0,0,30367
2016,7,11,juss og etikk,juss og etikk,default_tab,8,2,53
2016,7,11,lov om transplantasjon,lov om transplantasjon,default_tab,0,11,13
2016,7,11,magdalena kunkeova,magdalena kunkeova,default_tab,6,2,0
2016,7,11,matematikk for økonomer,matematikk for økonomer,default_tab,0,0,4454545455
2016,7,11,foucault,foucault,default_tab,0,9,2474927273
2016,7,11,nikola tesla,nikola tesla,default_tab,0,5,2837
2016,7,11,norsk som fremmedspråk,norsk som fremmedspråk,default_tab,1,10,4732727273
2016,7,11,142662224,142662224,default_tab,0,0,1
2016,7,11,transplantation,transplantation,default_tab,0,10,2485631818
2016,7,11,readings in ancient greek philosophy,readings in ancient greek philosophy,default_tab,5,5,2695454545
2016,7,10,anton raphael mengs,anton raphael mengs,default_tab,0,8,558
2016,7,10,bergstad,bergstad,default_tab,0,0,234
2016,7,10,lov og rett,lov og rett,default_tab,2,6,26532
2016,7,10,bryk,bryk,default_tab,0,10,5838
2016,7,10,culture and customs of norway,culture and customs of norway,default_tab,2,9,588
2016,7,10,encyclopedia of islam three,encyclopedia of islam three,default_tab,0,10,726
2016,7,10,eøs-avtalen,eøs avtalen,default_tab,4,5,10138
2016,7,10,germanske ss norge,germanske ss norge,default_tab,0,0,21
2016,7,10,gisli palsson,gisli palsson,default_tab,0,3,5946
2016,7,10,ordforråd ordbruk og ordlæring - i et andrespråksperspektiv,ordforråd ordbruk og ordlæring i et andrespråksperspektiv,default_tab,0,8,3
2016,7,10,hva er makt,hva er makt,default_tab,3,5,661
2016,7,10,ihasee m,ihasee m,default_tab,0,10,1
2016,7,10,input output in agriculture,input output in agriculture,default_tab,0,0,7163
2016,7,10,international review of education,international review of education,default_tab,1,2,556867
2016,7,10,journal of critical realism,journal of critical realism,default_tab,0,10,16226
2016,7,10,kai fjell,kai fjell,default_tab,0,0,64
2016,7,10,"lund, carl",lund carl,default_tab,0,0,
2016,7,10,manhatten project,manhatten project,default_tab,0,10,4295
2016,7,10,dikt fra antikken til vår tid,dikt fra antikken til vår tid,default_tab,0,0,4
2016,7,10,maximum likelihood estimation with stata,maximum likelihood estimation with stata,library_catalogue,8,1,6
2016,7,10,jama,jama,default_tab,1,7,1051657
2016,7,10,norsk historie 1814-1905,norsk historie 1814 1905,default_tab,4,10,1806
2016,7,10,norwegian foreign policy,norwegian foreign policy,default_tab,0,10,1818
2016,7,10,oral anatomy hystology,oral anatomy hystology,default_tab,0,10,18
2016,7,10,rosalind krauss,rosalind krauss,default_tab,0,0,30772
2016,7,10,sandmo tid for historie,sandmo tid for historie,library_catalogue,0,0,4
2016,7,10,schizophrenia bulletin,schizophrenia bulletin,default_tab,0,10,280364
2016,7,10,tangenten,tangenten,default_tab,4,4,2779
2016,7,10,terrorism,terrorism,default_tab,3,6,1269624444
2016,7,9,62011812,62011812,default_tab,0,1,1
2016,7,9,abboh c.c,abboh cc,default_tab,0,9,1
2016,7,9,american statistical association,american statistical association,default_tab,4,7,8
2016,7,9,"anne phillips, gender",anne phillips gender,default_tab,0,9,1144444444
2016,7,9,black's law dictionary,blacks law dictionary,default_tab,0,1,3039333333
2016,7,9,cicerone,cicerone,default_tab,0,9,1452333333
2016,7,9,david damrosch,david damrosch,default_tab,0,8,1200666667
2016,7,9,kalkulus,kalkulus,default_tab,1,3,99
2016,7,9,durkheim,durkheim,default_tab,3,8,7598111111
2016,7,9,enloe,enloe,default_tab,2,8,7951111111
2016,7,9,stein på stein,stein på stein,default_tab,0,8,1261111111
2016,7,9,retriever,retriever,default_tab,0,9,3527444444
2016,7,9,grounded cognition,grounded cognition,default_tab,2,1,3908222222
2016,7,9,50668307,50668307,default_tab,1,1,1
2016,7,9,intensivsykepleie,intensivsykepleie,default_tab,1,8,3103333333
2016,7,9,tingsrett,tingsrett,default_tab,5,1,530
2016,7,9,kulbrandstad språkets mønstre. grammatiske begreper og metoder,kulbrandstad språkets mønstre grammatiske begreper og metoder,default_tab,0,9,5
2016,7,9,london review of books,london review of books,default_tab,1,6,2831477778
2016,7,9,lovspråk,lovspråk,default_tab,0,3,42
2016,7,9,makt og tillit,makt og tillit,default_tab,0,9,189
2016,7,9,132179148,132179148,default_tab,1,1,1
2016,7,9,masteroppgave motivasjon,masteroppgave motivasjon,default_tab,0,0,1112
2016,7,9,mette andersson,mette andersson,default_tab,5,9,1596666667
2016,7,9,phedre,phedre,default_tab,0,0,554
2016,7,9,precautionary principle arctic,precautionary principle arctic,default_tab,4,9,38
2016,7,9,rådhuset i oslo,rådhuset i oslo,default_tab,3,6,23
2016,7,9,sexual harassment of women,sexual harassment of women,default_tab,0,9,18769
2016,7,9,simulering,simulering,default_tab,0,9,2503444444
2016,7,9,stata gentle,stata gentle,default_tab,6,2,5688888889
2016,7,9,søksmålsbetingelser,søksmålsbetingelser,default_tab,0,9,8
2016,7,9,the gender and environment debate,the gender and environment debate,default_tab,0,9,633
2016,7,9,the handbook of social movements,the handbook of social movements,default_tab,7,9,1040
2016,7,9,the nord-trøndelag health study 1995-97 (hunt 2):,the nord trøndelag health study 1995 97 hunt 2:,default_tab,0,9,252
2016,7,9,the production of unmanned vessels and its legal implications in the maritime industry,the production of unmanned vessels and its legal implications in the maritime industry,default_tab,0,0,366
2016,7,9,tidsskrift for den norske legeforening,tidsskrift for den norske legeforening,default_tab,4,9,5942333333
2016,7,9,vpn,vpn,default_tab,0,0,5923
2016,7,9,zooplankton,zooplankton,default_tab,0,3,29691
2016,7,9,the lancet,the lancet,default_tab,2,8,65754
2016,7,8,"al-rasheed, madawi: the most masculine state",al rasheed madawi: the most masculine state,default_tab,0,0,14
2016,7,8,alminnelig strafferett i et nøtteskall,alminnelig strafferett i et nøtteskall,default_tab,8,0,2
2016,7,8,avtalebrudd og partsskifte,avtalebrudd og partsskifte,default_tab,4,4,15
2016,7,8,biografiens retorikk,biografiens retorikk,default_tab,6,8,17
2016,7,8,biologi for lærere,biologi for lærere,default_tab,2,0,20
2016,7,8,brochman,brochman,library_catalogue,0,0,9
2016,7,8,cardenio und celinde,cardenio und celinde,default_tab,0,8,101
2016,7,8,case files internal medicine,case files internal medicine,default_tab,1,8,573
2016,7,8,china and its environmental history,china and its environmental history,default_tab,0,8,56671
2016,7,8,cuda,cuda,default_tab,0,8,1785875
2016,7,8,ellipsometry,ellipsometry,default_tab,7,8,23057625
2016,7,8,"enhancing early attachments. theory, research, intervention, and policy",enhancing early attachments theory research intervention and policy,default_tab,4,0,104
2016,7,8,erlend loe,erlend loe,default_tab,2,6,185375
2016,7,8,fixing my gaze,fixing my gaze,default_tab,0,0,160675
2016,7,8,utviklingspsykologi,utviklingspsykologi,default_tab,2,4,167225
2016,7,8,inorganic chemistry,inorganic chemistry,default_tab,4,8,451368
2016,7,8,international commercial arbitration / born,international commercial arbitration born,library_catalogue,3,0,10
2016,7,8,jane huff,jane huff,library_catalogue,2,3,7
2016,7,8,rettskildelære under debatt,rettskildelære under debatt,default_tab,5,1,6
2016,7,8,margrethe buskerud christoffersen,margrethe buskerud christoffersen,default_tab,0,6,22
2016,7,8,maximum likelihood estimation with stata,maximum likelihood estimation with stata,default_tab,6,2,3279375
2016,7,8,medisinsk og helsefaglig etikk,medisinsk og helsefaglig etikk,default_tab,0,8,26
2016,7,8,microplastic trophic transfer,microplastic trophic transfer,default_tab,0,0,29
2016,7,8,religious studies review,religious studies review,default_tab,3,3,27118625
2016,7,8,review of international studies,review of international studies,default_tab,6,1,320323
2016,7,8,sambucus nigra flower,sambucus nigra flower,default_tab,0,7,109625
2016,7,8,sophus bugges brev,sophus bugges brev,default_tab,0,0,575
2016,7,8,spss survival manual,spss survival manual,default_tab,4,5,1613375
2016,7,8,swamp,swamp,default_tab,0,8,15392
2016,7,8,teori i praksis,teori i praksis,default_tab,3,0,3971875
2016,7,8,tidsskrift for samfunnsforskning,tidsskrift for samfunnsforskning,default_tab,0,8,2276125
2016,7,8,urology,urology,default_tab,0,7,129510875
2016,7,8,vitex negundo,vitex negundo,default_tab,0,1,186975
2016,7,8,women and wars,women and wars,default_tab,4,3,200765
2016,8,156,menneskelig velferd og statsvitenskapens tapte relevans,menneskelig velferd og statsvitenskapens tapte relevans,default_tab,36,37,1628205128
2016,8,113,atekst,atekst,default_tab,10,107,202300885
2016,8,109,kalkulus,kalkulus,default_tab,17,51,1010183486
2016,8,107,nature,nature,default_tab,45,102,1064214234
2016,8,103,991645464,991645464,default_tab,8,13,1
2016,8,102,121972348,121972348,default_tab,7,14,1
2016,8,96,østbye homer,østbye homer,default_tab,5,12,5816666667
2016,8,91,økonomistyring 1,økonomistyring 1,default_tab,63,8,5179120879
2016,8,86,exphil,exphil,default_tab,9,43,3351162791
2016,8,85,03055456x,03055456x,default_tab,6,8,1
2016,8,84,70413452,70413452,default_tab,0,12,1
2016,8,81,knophs oversikt over norges rett,knophs oversikt over norges rett,default_tab,15,70,3414814815
2016,8,78,50668307,50668307,default_tab,1,4,987179487
2016,8,77,pubmed,pubmed,default_tab,4,69,1627294047
2016,8,71,arbeidsrett i et nøtteskall,arbeidsrett i et nøtteskall,default_tab,20,30,3
2016,8,69,skreddersydde samtaler,skreddersydde samtaler,default_tab,17,43,1801449275
2016,8,69,forvaltning og politikk,forvaltning og politikk,default_tab,11,39,597
2016,8,67,141877103,141877103,default_tab,0,3,1
2016,8,66,big java,big java,default_tab,9,43,1519166667
2016,8,64,european intellectual property law,european intellectual property law,default_tab,17,33,8962375
2016,8,64,rothstein,rothstein,default_tab,4,25,1034070313
2016,8,62,korttekster,korttekster,default_tab,7,12,3796774194
2016,8,61,60071095,60071095,default_tab,7,6,1
2016,8,61,120077566,120077566,default_tab,8,8,1
2016,8,61,antikkens historie,antikkens historie,default_tab,18,31,9032786885
2016,8,60,151295395,151295395,default_tab,1,5,1
2016,8,60,960691596,960691596,default_tab,4,11,1
2016,8,59,allmennmedisin,allmennmedisin,default_tab,3,47,346862069
2016,8,57,promoting peace through international law,promoting peace through international law,default_tab,19,27,1187315789
2016,8,57,språkets mønstre,språkets mønstre,default_tab,5,26,7998245614
2016,8,57,"denture, partial, fixed",denture partial fixed,default_tab,0,0,
2016,8,56,historisk tidsskrift,historisk tidsskrift,default_tab,7,24,4769303571
2016,8,56,introduksjon til samfunnsvitenskapelig metode,introduksjon til samfunnsvitenskapelig metode,default_tab,13,33,2571428571
2016,8,56,sosialmedisin,sosialmedisin,default_tab,15,38,1099745455
2016,8,55,spesialpedagogikk,spesialpedagogikk,default_tab,16,25,6342471698
2016,8,54,981543057,981543057,default_tab,1,11,1055555556
2016,8,53,det norske samfunn,det norske samfunn,default_tab,17,33,1607716981
2016,8,53,961663820,961663820,default_tab,1,10,1018867925
2016,8,52,mediated authenticity: how the media construct reality,mediated authenticity: how the media construct reality,default_tab,23,16,3923076923
2016,8,52,readings in ancient greek philosophy,readings in ancient greek philosophy,default_tab,1,12,2885
2016,8,52,det kollektive grunnlaget for individuell velstand,det kollektive grunnlaget for individuell velstand,default_tab,14,26,1730769231
2016,8,51,individuell arbeidsrett,individuell arbeidsrett,default_tab,16,24,1356862745
2016,8,51,norsk på 1-2-3,norsk på 1 2 3,default_tab,9,11,3844117647
2016,8,49,science,science,default_tab,15,38,1326854585
2016,8,49,statistics for business and economics,statistics for business and economics,default_tab,26,21,3300765306
2016,8,48,menneskets fysiologi,menneskets fysiologi,default_tab,9,32,1049583333
2016,8,48,man the hunted,man the hunted,default_tab,13,36,32833125
2016,8,47,her på berget,her på berget,default_tab,4,20,804893617
2016,8,47,forskningsmetoder i utdanningsvitenskap,forskningsmetoder i utdanningsvitenskap,default_tab,13,21,6
2016,8,47,geographies of developing areas,geographies of developing areas,default_tab,11,28,1603191489
2016,8,47,international humanitarian law,international humanitarian law,default_tab,7,13,2182038298
2016,8,46,jobb kunnskapsbasert,jobb kunnskapsbasert,default_tab,2,42,647826087
2016,8,46,statistiske metoder i medisin og helsefag,statistiske metoder i medisin og helsefag,default_tab,9,32,5644444444
2016,8,45,the norton anthology of american literature,the norton anthology of american literature,default_tab,5,17,1426
2016,8,44,public international law in a nutshell,public international law in a nutshell,default_tab,14,13,192897619
2016,8,44,comparative health policy,comparative health policy,default_tab,28,23,161782439
2016,8,42,klinisk dermatologi og venerologi,klinisk dermatologi og venerologi,default_tab,19,15,2435714286
2016,8,42,"""writers",writers,default_tab,0,42,1465728095
2016,8,41,hvordan organisasjoner fungerer,hvordan organisasjoner fungerer,default_tab,6,16,137
2016,8,41,the economist,the economist,default_tab,11,16,3644202439
2016,8,41,moore,moore,default_tab,12,38,4173902439
2016,8,41,rheumatoid arthritis and joint surgery,rheumatoid arthritis and joint surgery,default_tab,41,41,2059682927
2016,8,40,forvaltningsrett,forvaltningsrett,default_tab,8,20,168965
2016,8,40,obligasjonsrett,obligasjonsrett,default_tab,15,27,69335
2016,8,40,international human rights in a nutshell,international human rights in a nutshell,default_tab,15,19,759825
2016,8,40,medical physiology,medical physiology,default_tab,5,30,5734198
2016,8,39,rettskildelære,rettskildelære,default_tab,19,15,2628421053
2016,8,39,epidemiologiske og kliniske forskningsmetoder,epidemiologiske og kliniske forskningsmetoder,default_tab,12,19,3182051282
2016,8,39,kommunal organisering,kommunal organisering,default_tab,15,27,2832307692
2016,8,39,82854106,82854106,default_tab,1,9,1
2016,8,38,40024199,40024199,default_tab,2,3,947368421
2016,8,38,duo,duo,default_tab,0,25,6326839474
2016,8,38,curcumin,curcumin,default_tab,1,38,2349552632
2016,8,38,klinisk pediatri,klinisk pediatri,default_tab,11,22,4657894737
2016,8,38,learning legal skills and reasoning,learning legal skills and reasoning,default_tab,7,16,1167567568
2016,8,38,matematisk verktøykasse,matematisk verktøykasse,default_tab,13,23,4
2016,8,38,en psykologihistorie,en psykologihistorie,default_tab,8,14,5131578947
2016,8,37,social research methods,social research methods,default_tab,11,24,3830809459
2016,8,37,innføring i forskningsmetodologi,innføring i forskningsmetodologi,default_tab,14,13,4837837838
2016,8,37,142662224,142662224,default_tab,2,8,1
2016,8,37,textbook on international human rights,textbook on international human rights,default_tab,18,19,7877054054
